genome_id	assembly_id	phylum	class	domain	order	family	genus	species	GTDB_version	completeness	contamination	genome_size	genome_gc	genome_n50	contigs	Release	coding_density
EHM053972	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__	2.3.0	96.73	0.1	1514909	0.43	26887	88		0.914
EHM053973	EHA03593	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	92.1	4.92	2953188	0.37	12385	325		0.894
EHM053974	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	97.66	1.43	4934377	0.45	105526	104		0.894
EHM053975	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-74	g__Limiplasma	s__	2.3.0	95.08	0.5	3673130	0.57	29475	227		0.895
EHM053976	EHA03593	p__Bacillota	c__Bacilli	d__Bacteria	o__RFN20	f__CAG-449	g__	s__	2.3.0	96.34	2.81	1666645	0.3	147833	23		0.9
EHM053977	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__	2.3.0	96	4.3	3139497	0.46	16444	281		0.895
EHM053978	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-74	g__	s__	2.3.0	97.35	2.31	3342414	0.59	14401	336		0.9
EHM053979	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	96.24	0	2243983	0.43	174205	49		0.89
EHM053980	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	82.08	0.53	1864220	0.39	18037	149		0.848
EHM053981	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	90.69	5.3	3630548	0.5	10913	433		0.91
EHM053982	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.45	1.39	3452846	0.42	35775	155		0.897
EHM053983	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__UBA866	s__	2.3.0	81.92	1.09	1976461	0.4	8386	325		0.875
EHM053984	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	82.97	7.29	4166437	0.48	16179	381		0.89
EHM053985	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	81.91	1.68	3524777	0.43	18479	286		0.884
EHM053986	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	91.1	1.1	4931258	0.43	72425	123		0.891
EHM053987	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	87.44	0.29	2827339	0.42	103493	43		0.898
EHM053988	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	64.47	6.46	2706675	0.44	11532	292		0.916
EHM053989	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	62.91	1.73	2532396	0.52	5663	549		0.899
EHM053990	EHA03593	p__Cyanobacteriota	c__Vampirovibrionia	d__Bacteria	o__Gastranaerophilales	f__Gastranaerophilaceae	g__Scatousia	s__	2.3.0	69.51	3.24	1422883	0.34	2956	499		0.888
EHM053991	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	65.17	7.04	2240006	0.41	14955	187		0.898
EHM053992	EHA03593	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Rikenella	s__	2.3.0	58.07	0.93	1749236	0.56	6299	332		0.835
EHM053993	EHA03593	p__Bacillota	c__Bacilli	d__Bacteria	o__CAJFEE01	f__CAJFEE01	g__Harrysmithimonas	s__	2.3.0	66.96	4.97	1884644	0.38	3354	595		0.864
EHM053994	EHA03593	p__Spirochaetota	c__Brevinematia	d__Bacteria	o__Brevinematales	f__Brevinemataceae	g__Brevinema	s__	2.3.0	98.21	0	1639775	0.37	45655	63		0.905
EHM053995	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4733	s__	2.3.0	96.69	1.19	4126195	0.43	51188	125		0.905
EHM053996	EHA03593	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__CAJTFG01	s__	2.3.0	98.2	3.2	2309776	0.35	110789	44		0.874
EHM053997	EHA03593	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__DTU072	g__	s__	2.3.0	92.58	0	2006021	0.48	43709	78		0.914
EHM053998	EHA03589	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__	2.3.0	94.36	0.43	954212	0.27	28857	44		0.915
EHM053999	EHA03589	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__MGBC116941	g__MGBC116941	s__	2.3.0	91.31	1.15	1724535	0.42	8721	250		0.89
EHM054000	EHA03589	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.31	0	1816093	0.41	24249	108		0.896
EHM054001	EHA03589	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	61.75	1.65	2856111	0.49	2817	1031		0.913
EHM054002	EHA03589	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	92.53	1.34	5239884	0.43	50752	186		0.891
EHM054003	EHA03589	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	77.31	0.17	1505543	0.39	5606	352		0.855
EHM054004	EHA03589	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	2.3.0	94.9	1.73	1617485	0.35	14944	148		0.935
EHM054005	EHA03589	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	79.27	2.15	3255025	0.48	7826	544		0.901
EHM054006	EHA03589	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	54.39	7.45	2729294	0.46	10798	334		0.916
EHM054007	EHA03596	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Dielma	s__	2.3.0	98.24	2.13	3504843	0.35	15432	315		0.905
EHM054008	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__	2.3.0	95.99	0.3	3355518	0.43	135654	28		0.913
EHM054009	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	98.67	0.21	4644263	0.32	19079	342		0.778
EHM054010	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__RGIG4733	s__	2.3.0	96.21	0.58	3978986	0.43	67987	95		0.904
EHM054011	EHA03596	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Coprobacillaceae	g__Stoquefichus	s__	2.3.0	93.95	2.18	3378685	0.3	64675	89		0.889
EHM054012	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	90.49	0.94	3775419	0.49	36051	170		0.909
EHM054013	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Butyricicoccaceae	g__Agathobaculum	s__	2.3.0	61.36	2.52	1477972	0.59	2827	544		0.896
EHM054014	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Ruthenibacterium	s__	2.3.0	97.8	0.1	2885213	0.53	78212	50		0.892
EHM054015	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	77.34	1.75	2316132	0.42	5493	523		0.867
EHM054016	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Copromonas	s__	2.3.0	87.85	0.44	3317630	0.48	64002	86		0.9
EHM054017	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__CAG-95	s__	2.3.0	84.9	0.14	3534214	0.42	18797	246		0.914
EHM054018	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__	2.3.0	94.97	0.42	3408792	0.48	49445	103		0.902
EHM054019	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Velocimicrobium	s__	2.3.0	83.89	0.41	3970412	0.41	12181	442		0.87
EHM054020	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	2.3.0	99.57	2.68	4004729	0.37	184514	35		0.892
EHM054021	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	95.28	5.55	4472080	0.46	63941	151		0.888
EHM054022	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	92.81	0.42	2991601	0.41	110854	52		0.883
EHM054023	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	96.93	1.66	3941113	0.48	40699	157		0.869
EHM054024	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Peptostreptococcales	f__Anaerovoracaceae	g__Emergencia	s__	2.3.0	85.39	5.13	2860253	0.46	5040	671		0.893
EHM054025	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	54.19	3.09	2049703	0.48	4323	538		0.915
EHM054026	EHA03596	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	87.91	5.67	5162766	0.44	17979	405		0.893
EHM054027	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	s__	2.3.0	95.62	4.38	5050521	0.48	29136	241		0.882
EHM054028	EHA03596	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	2.3.0	98.6	2.74	2649830	0.3	103905	41		0.904
EHM054029	EHA03596	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__NSJ-61	s__	2.3.0	78.77	4.38	2557736	0.39	8837	372		0.907
EHM054030	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	2.3.0	60.07	3.76	2368868	0.51	3756	688		0.921
EHM054031	EHA03596	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	60.39	7.3	2744164	0.47	3157	899		0.92
EHM054032	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Kineothrix	s__	2.3.0	92.18	0.54	3816887	0.42	115432	76		0.882
EHM054033	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__TANB77	f__CAG-508	g__CAG-269	s__	2.3.0	79.02	2.55	1401250	0.28	4564	362		0.868
EHM054034	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__	2.3.0	97.75	0.57	2669943	0.58	33051	170		0.873
EHM054035	EHA03596	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__MGBC116941	g__MGBC116941	s__	2.3.0	96.8	0	2208468	0.41	121950	84		0.881
EHM054036	EHA03596	p__Actinomycetota	c__Actinomycetia	d__Bacteria	o__Actinomycetales	f__Micrococcaceae	g__Acaricomes	s__	2.3.0	97.66	0.27	2244245	0.6	12739	268		0.834
EHM054037	EHA03596	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__C-19	s__	2.3.0	94.59	1.21	3313545	0.36	13412	339		0.891
EHM054067	EHA03585	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__Rs-D84	f__Rs-D84	g__	s__	2.3.0	79.26	2.55	808206	0.42	4419	208		0.896
EHM054068	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	2.3.0	98.94	1.74	3989930	0.37	119403	57		0.885
EHM054069	EHA03585	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	69.8	0.59	2806201	0.59	4477	728		0.884
EHM054070	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__UBA3700	g__	s__	2.3.0	95.9	0.01	2119082	0.38	161312	35		0.835
EHM054071	EHA03585	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	s__	2.3.0	92.92	3.2	3570870	0.4	38613	148		0.898
EHM054072	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	2.3.0	97.9	1.02	4294008	0.45	22959	303		0.892
EHM054073	EHA03585	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	52.81	8.92	3298573	0.45	64749	101		0.906
EHM054074	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	52.51	3.45	2306402	0.47	3449	721		0.892
EHM054075	EHA03585	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	99.4	0.98	3706175	0.45	93419	46		0.893
EHM054076	EHA03585	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	2.3.0	96.49	0.21	1682808	0.35	27156	105		0.941
EHM054077	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Roseburia	s__	2.3.0	99.99	0.3	4094472	0.42	212147	44		0.874
EHM054078	EHA03585	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	50.82	9.42	2661297	0.45	2502	1054		0.908
EHM054079	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Anaerotruncus	s__	2.3.0	91.12	0.56	3632918	0.53	12007	387		0.882
EHM054080	EHA03585	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	82.64	1.47	4042089	0.48	13833	477		0.899
EHM054081	EHA03585	p__Pseudomonadota	c__Alphaproteobacteria	d__Bacteria	o__RF32	f__CAG-239	g__CAZU01	s__	2.3.0	99.04	1.51	1687671	0.4	18718	149		0.894
EHM054082	EHA03585	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	95.2	1.48	5025372	0.32	16169	469		0.787
EHM054083	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Anaerotignaceae	g__JAAYQI01	s__	2.3.0	82.04	0.45	2916079	0.38	8232	455		0.781
EHM054084	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__MGBC116941	g__	s__	2.3.0	96.81	0	1845601	0.48	65988	80		0.914
EHM054085	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__	s__	2.3.0	61.45	3.8	1484135	0.53	2677	564		0.891
EHM054086	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Acutalibacteraceae	g__	s__	2.3.0	97.86	1.83	2928124	0.45	85888	94		0.86
EHM054087	EHA03597	p__Campylobacterota	c__Campylobacteria	d__Bacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_J	s__	2.3.0	58.58	0.57	1131148	0.35	3129	374		0.934
EHM054088	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	95.55	0.02	3532760	0.32	132799	50		0.864
EHM054089	EHA03597	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	2.3.0	98.57	2.29	2997409	0.3	109244	100		0.899
EHM054090	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__JAAYNV01	s__	2.3.0	95.34	0.19	4564275	0.46	81663	149		0.892
EHM054091	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lachnotalea	s__	2.3.0	60.09	1.04	2483947	0.37	3409	794		0.9
EHM054092	EHA03597	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera sp902363335	2.3.0	99.63	0.58	4695227	0.53	31894	226		0.882
EHM054093	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__Odoribacter sp900544025	2.3.0	52.66	2.28	2069399	0.45	4162	542		0.902
EHM054094	EHA03597	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	94.07	1.27	2810346	0.58	12622	322		0.879
EHM054095	EHA03597	p__Bacillota	c__Bacilli	d__Bacteria	o__RF39	f__UBA660	g__UMGS2016	s__	2.3.0	52.33	0.16	679521	0.31	2775	259		0.918
EHM054096	EHA03597	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__Phascolarctobacterium faecium	2.3.0	86.09	1.33	1848383	0.44	9035	281		0.905
EHM054097	EHA03597	p__Bacillota_B	c__Peptococcia	d__Bacteria	o__Peptococcales	f__Peptococcaceae	g__UBA7185	s__	2.3.0	70.39	0.3	2566304	0.39	3490	799		0.84
EHM054098	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	87.23	0.85	4229343	0.32	15166	369		0.79
EHM054099	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC165282	s__	2.3.0	67.59	0.35	3353195	0.5	6830	604		0.916
EHM054100	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__	2.3.0	97.3	1.2	5658325	0.48	39752	225		0.891
EHM054101	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__Parabacteroides goldsteinii	2.3.0	83.17	1.22	5224674	0.43	76176	152		0.906
EHM054102	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	67.56	0.09	1649109	0.61	26105	107		0.879
EHM054103	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	96.12	5.33	4945347	0.32	37858	201		0.831
EHM054104	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	57.54	1.06	3323927	0.45	91297	72		0.913
EHM054105	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	98.18	2.1	5502705	0.44	84579	110		0.912
EHM054106	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Velocimicrobium	s__	2.3.0	62.18	0.96	2403626	0.32	8187	369		0.871
EHM054107	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	s__	2.3.0	72.39	0.06	2020810	0.43	7329	359		0.873
EHM054108	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora	s__	2.3.0	82.81	2.4	3956234	0.45	16098	351		0.893
EHM054109	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Clostridium_Q	s__	2.3.0	92.81	1.06	3187182	0.42	26029	192		0.897
EHM054110	EHA03597	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Phocaeicola	s__	2.3.0	87.78	1.26	5836458	0.44	101439	101		0.892
EHM054111	EHA03597	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__	s__	2.3.0	99.04	4.07	4433610	0.47	53047	117		0.903
EHM054112	EHA03586	p__Verrucomicrobiota	c__Verrucomicrobiae	d__Bacteria	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__	2.3.0	71.1	1.43	1747023	0.61	4233	462		0.893
EHM054113	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Breznakia	s__	2.3.0	92.3	1.17	2211479	0.31	10367	267		0.906
EHM054114	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__CAG-74	g__Limiplasma	s__	2.3.0	79.71	1.44	2695071	0.57	4850	648		0.911
EHM054115	EHA03586	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Bilophila	s__	2.3.0	72.51	0.19	2105624	0.63	3724	612		0.849
EHM054116	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Tannerellaceae	g__Parabacteroides	s__	2.3.0	77.77	0.12	3559967	0.46	11171	444		0.916
EHM054117	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__Acetatifactor	s__	2.3.0	91.15	0.37	3417662	0.47	20429	246		0.898
EHM054118	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Lachnospiraceae	g__MGBC143606	s__	2.3.0	97.72	0.38	3020426	0.39	152228	53		0.912
EHM054119	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Rikenellaceae	g__Alistipes	s__	2.3.0	97.6	0.27	3365064	0.6	39558	182		0.884
EHM054120	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	s__	2.3.0	83.49	0.11	4143612	0.46	102431	62		0.899
EHM054121	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Butyricimonas	s__	2.3.0	76.92	3.25	3639890	0.46	3739	1062		0.893
EHM054122	EHA03586	p__Bacillota_C	c__Negativicutes	d__Bacteria	o__Acidaminococcales	f__Acidaminococcaceae	g__Phascolarctobacterium	s__	2.3.0	90.09	0.94	1813806	0.46	8557	281		0.902
EHM054123	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__UBA932	g__Egerieousia	s__	2.3.0	88.37	0.34	2328401	0.41	122544	45		0.898
EHM054124	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__	g__	s__	2.3.0	92.46	0.94	1338247	0.4	15804	134		0.908
EHM054125	EHA03586	p__Pseudomonadota	c__Gammaproteobacteria	d__Bacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei_A	2.3.0	91	5.56	4475406	0.56	33679	193		0.899
EHM054126	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Pumilibacteraceae	g__Protoclostridium	s__	2.3.0	93.49	0.34	2190683	0.49	53327	78		0.89
EHM054127	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Lachnospirales	f__Cellulosilyticaceae	g__Cellulosilyticum	s__	2.3.0	61.48	1.79	2528629	0.35	3160	851		0.87
EHM054128	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus_D	s__Enterococcus_D casseliflavus	2.3.0	83.68	0.97	3063077	0.43	5062	726		0.877
EHM054129	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Pumilibacteraceae	g__	s__	2.3.0	91.25	1.21	2124635	0.48	20920	149		0.891
EHM054130	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Borkfalkiaceae	g__Coproplasma	s__	2.3.0	93.56	0	1791169	0.43	56845	49		0.874
EHM054131	EHA03586	p__Bacteroidota	c__Bacteroidia	d__Bacteria	o__Bacteroidales	f__Marinifilaceae	g__Odoribacter	s__	2.3.0	89.39	0.1	2874881	0.42	28738	154		0.905
EHM054132	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Acholeplasmatales	f__Anaeroplasmataceae	g__	s__	2.3.0	92.01	4.23	1908938	0.29	26746	115		0.904
EHM054133	EHA03586	p__Desulfobacterota	c__Desulfovibrionia	d__Bacteria	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__	2.3.0	75.77	1.23	1951847	0.61	4013	554		0.875
EHM054134	EHA03586	p__Bacillota_A	c__Clostridia	d__Bacteria	o__Christensenellales	f__Pumilibacteraceae	g__Protoclostridium	s__	2.3.0	93.22	4.03	2191002	0.52	48131	73		0.888
EHM054135	EHA03586	p__Bacillota	c__Bacilli	d__Bacteria	o__Mycoplasmatales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__	2.3.0	94.36	0.18	953704	0.27	260172	13		0.914
